fecha,la_rioja_region,hogares_NBI_TOT,hogares_NBI_HAC,hogares_NBI_VIV,hogares_NBI_SAN,hogares_NBI_ESC,hogares_NBI_SUB,hogares_base,pct_hogares_NBI_TOT,pct_hogares_NBI_HAC,pct_hogares_NBI_VIV,pct_hogares_NBI_SAN,pct_hogares_NBI_ESC,pct_hogares_NBI_SUB
2021-Q3,2. NOA-Resto,38358,24089,3986,1407,1942,8276,713725,5.374338856001962,3.3751094609268275,0.5584784055483555,0.1971347507793618,0.27209359347087464,1.159550246943851
2021-Q3,3. La Rioja,995,799,196,0,0,0,64368,1.5457991548595575,1.2413000248570718,0.3044991300024857,0,0,0
2021-Q4,1. Resto país,303092,214523,15827,6766,23220,52107,8743077,3.466651386005179,2.45363274279753,0.1810232255760758,0.07738694283488524,0.2655815566990889,0.5959801108923094
2021-Q4,2. NOA-Resto,41385,27101,4824,3598,3730,6627,716940,5.772449577370491,3.7800931737662844,0.6728596535274918,0.5018551064245265,0.5202666889837364,0.9243451334839735
2021-Q4,3. La Rioja,1053,744,176,0,0,133,64423,1.634509414339599,1.1548670505875231,0.27319435605296244,0,0,0.20644800769911367
2022-Q1,1. Resto país,338574,210043,27043,9354,29652,70768,8800495,3.847215412314876,2.386718019838657,0.3072895331455787,0.10628947576244291,0.3369355928274489,0.8041365854988838
2022-Q1,2. NOA-Resto,47128,31084,5431,2590,4213,8722,724227,6.507351976659252,4.292024461943562,0.7499030000262349,0.3576226790771402,0.5817236860818501,1.2043185354868018
2022-Q1,3. La Rioja,1650,946,346,0,0,533,66193,2.4927107095916488,1.4291541401658785,0.5227138821325518,0,0,0.8052210958862719
2022-Q2,1. Resto país,297248,176684,35986,8622,16478,68824,9005084,3.3008909189520055,1.9620472168832628,0.39961870427860524,0.09574591419691365,0.18298552240045735,0.764279378182369
2022-Q2,2. NOA-Resto,31673,21032,4249,1159,310,5085,739731,4.28169158788803,2.8431957022214833,0.5743979906209149,0.1566785764014216,0.04190712569839577,0.687412045730137
2022-Q2,3. La Rioja,2628,1771,475,382,0,0,67248,3.907922912205567,2.633535569831073,0.7063407090173686,0.5680466333571259,0,0
2022-Q3,1. Resto país,299394,202714,21254,10940,10169,61067,9081727,3.2966637292664713,2.232108496544765,0.23403037770239077,0.12046166990044956,0.1119720951752899,0.6724161604945844
2022-Q3,2. NOA-Resto,33752,17641,4250,3582,539,8471,749433,4.503671442277028,2.353912891479292,0.5670953907820979,0.47796133877211167,0.0719210389721296,1.130321189485918
2022-Q3,3. La Rioja,2524,1600,142,319,0,463,66069,3.8202485280540044,2.421710635850399,0.21492681893172288,0.48282855802267327,0,0.7007825152492092
2022-Q4,1. Resto país,306541,204734,18401,15318,16248,60825,9080180,3.3759352788160584,2.2547350382921922,0.20265016772795255,0.16869709631306867,0.1789391840249863,0.6698655753520305
2022-Q4,2. NOA-Resto,42852,24810,7160,6017,1366,6336,757651,5.655902255787955,3.274594767247717,0.9450261400037747,0.794165123519932,0.1802940931906643,0.8362689417687036
2022-Q4,3. La Rioja,2110,1454,229,0,300,127,68215,3.0931613281536317,2.1314960052774317,0.335703291065015,0,0.4397859708275306,0.1861760609836546
2023-Q1,1. Resto país,320559,198795,27172,20734,25229,57307,9178271,3.4925859129677037,2.1659308163814295,0.2960470441546126,0.22590311399608926,0.27487747964731046,0.6243768570354917
2023-Q1,2. NOA-Resto,39289,23903,6628,2901,1293,7583,766448,5.126114230841492,3.118672108218692,0.8647683861136046,0.3784992589190656,0.16870029016971796,0.9893691418074024
2023-Q1,3. La Rioja,1596,1066,404,0,0,126,70663,2.2586077579497053,1.5085688408360811,0.5717277783281208,0,0,0.17831113878550303
2023-Q2,1. Resto país,326398,199609,30710,19534,23745,74621,9266185,3.5224636676258894,2.154165926969945,0.3314201043903181,0.2108095186962056,0.25625432688857386,0.8053044483787016
2023-Q2,2. NOA-Resto,32339,18373,5042,1166,1028,7178,776950,4.162301306390372,2.3647596370422805,0.6489478087393011,0.15007400733637943,0.13231224660531565,0.9238689748375056
2023-Q2,3. La Rioja,1689,1079,97,376,0,137,72260,2.337392748408525,1.4932189316357598,0.1342374757818987,0.5203432050927207,0,0.18959313589814558
2023-Q3,1. Resto país,310119,213368,18169,10385,20539,58299,9200342,3.3707333923021556,2.3191311801235215,0.19748178926392085,0.11287623873112541,0.2232417012324107,0.6336612269413463
2023-Q3,2. NOA-Resto,30982,17885,2839,3350,346,7872,774967,3.9978476502870444,2.3078402048087208,0.3663381795611942,0.4322764711271577,0.04464706239104375,1.0157851882725328
2023-Q3,3. La Rioja,1769,1142,104,380,0,143,69688,2.5384571231775914,1.6387326368958788,0.14923659740557915,0.5452875674434623,0,0.20520032143267133
2023-Q4,1. Resto país,289419,203360,17307,13671,14542,46254,9191789,3.148668882629921,2.2124093579606754,0.1882876119110219,0.14873056811900273,0.15820641661813603,0.5032099844763626
2023-Q4,2. NOA-Resto,37759,24562,5767,3385,804,4375,772961,4.884981260374068,3.1776506188539915,0.7460919761799107,0.4379263636845844,0.10401559716466938,0.5660052706410802
2023-Q4,3. La Rioja,1545,1151,99,0,0,394,71404,2.163744328048849,1.6119545123522494,0.1386476948070136,0,0,0.5517898156965996
2024-Q1,1. Resto país,300275,188187,16910,16374,32725,51216,9268082,3.239882858179287,2.030484840336976,0.1824541474708575,0.17667085811282204,0.3530935526897583,0.5526062458230301
2024-Q1,2. NOA-Resto,35412,20935,7121,1544,991,5623,772935,4.581497797356828,2.7085071836570993,0.921293511097311,0.19975806503781043,0.12821259226196252,0.7274867873753939
2024-Q1,3. La Rioja,1490,1085,0,0,296,109,71409,2.0865717206514587,1.5194163200716997,0,0,0.41451357672002126,0.15264182385973757
2024-Q2,1. Resto país,314035,184441,15171,12909,25304,81240,9339078,3.3625910395009013,1.9749379970913619,0.16244644278589385,0.13822563640650606,0.2709475175172539,0.8698931521933964
2024-Q2,2. NOA-Resto,31175,17146,5144,1766,1380,6406,773328,4.031277801915875,2.217170463244574,0.6651770012206981,0.2283636438871992,0.17844950654832104,0.8283677818467714
2024-Q2,3. La Rioja,778,519,0,0,259,0,71850,1.0828114126652748,0.7223382045929019,0,0,0.360473208072373,0
2024-Q3,1. Resto país,331222,214058,29598,17722,34620,46890,9347212,3.543537901996874,2.2900732325317965,0.31665056917506523,0.1895966412230727,0.3703778196108102,0.501646908190378
2024-Q3,2. NOA-Resto,34323,22318,4144,1880,1168,5837,771651,4.4479952724742144,2.892240144832314,0.5370303414367377,0.24363345605720718,0.15136376418873299,0.7564300441520843
2024-Q3,3. La Rioja,1512,1405,107,0,0,0,70814,2.13517101138193,1.9840709464230235,0.15110006495890643,0,0,0
2024-Q4,1. Resto país,301684,198403,15679,12920,23698,58801,9348823,3.226973063881945,2.122224369848482,0.16771095142137143,0.13819921502418003,0.25348645492593025,0.6289668763650782
2024-Q4,2. NOA-Resto,36855,22696,6179,1555,1277,6819,782722,4.70856830394444,2.8996246432322077,0.7894245977499036,0.19866568206847388,0.1631486019301872,0.8711905376366066
2024-Q4,3. La Rioja,2241,2141,100,0,0,0,73844,3.034776014300417,2.8993553978657713,0.13542061643464604,0,0,0
2025-Q1,1. Resto país,273484,163233,14760,7054,36014,56869,9334715,2.9297520063547737,1.748666134959664,0.158119449817161,0.07556738475679226,0.385807172473932,0.6092205278897106
2025-Q1,2. NOA-Resto,33660,19307,5416,1791,2832,6468,796841,4.2241802316898855,2.4229425945703094,0.6796839018072615,0.2247625310444618,0.3554033991724823,0.8117052209913899
2025-Q1,3. La Rioja,1506,1364,0,0,0,142,77378,1.9462896430509964,1.7627749489518987,0,0,0,0.18351469409909793
2025-Q2,1. Resto país,263130,176014,13007,4681,7976,66761,9288390,2.832891383759726,1.8949893361497525,0.14003503298203457,0.05039624735826123,0.08587064066000674,0.718757502645776
2025-Q2,2. NOA-Resto,32001,18053,3613,1379,1327,8494,764373,4.18656859936183,2.361805034976379,0.4726749898282645,0.18040930278803674,0.17360634140661693,1.1112375764188427
2025-Q2,3. La Rioja,1069,870,199,0,0,0,73413,1.456145369348753,1.185076212659883,0.27106915668886983,0,0,0
2025-Q3,1. Resto país,290813,199342,9270,8870,18673,61421,9381204,3.099953907835284,2.12490848722616,0.09881460844471561,0.09455076342013242,0.19904694536010517,0.6547240631373117
2025-Q3,2. NOA-Resto,28885,15824,3444,2024,620,7585,772700,3.738190759673871,2.0478840429662224,0.44570984858289114,0.26193865665847027,0.0802381260515077,0.9816228808075579
2025-Q3,3. La Rioja,1867,1672,195,0,0,0,75542,2.471472823065315,2.213338275396468,0.25813454766884647,0,0,0
2025-Q4,1. Resto país,272365,165687,11999,10683,25637,61841,9292914,2.930889062354392,1.7829391297498287,0.12911988639946523,0.11495855874701949,0.27587686704084424,0.6654640299049361
2025-Q4,2. NOA-Resto,29822,17311,4808,2316,1358,5525,790846,3.770898506156698,2.1889217369753404,0.607956542740306,0.2928509469605966,0.17171484713838092,0.6986189473045321
2025-Q4,3. La Rioja,1889,1889,0,0,0,0,77452,2.4389299178846255,2.4389299178846255,0,0,0,0
